DELITO;CRIMINALIDAD;ES_ARCHIVO;ES_PRECLUSI√ìN;ESTADO;ETAPA_CASO;LEY;DEPARTAMENTO_HECHO;MUNICIPIO_HECHO;AÑO_HECHOS;TOTAL_PROCESOS
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;MEDELL√çN;2015;2
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;TUTA;2011;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;PALMIRA;2019;2
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;TUMACO;2015;2
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;EL PE√ëOL;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;SAN JUAN DE ARAMA;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;ALB√ÅN;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;TOL√ö VIEJO;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;SAN GIL;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;MONTECRISTO;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;PUEBLO NUEVO;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Putumayo;SIBUNDOY;2019;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;POLICARPA;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;SAN JUAN DE URABA;2011;1
TRAFICO DE VOTOS ART. 390A;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;SIP√ç;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;CAJAMARCA;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Tolima;NATAGAIMA;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;BOL√çVAR;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;CALOTO;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;NUQU√ç;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Caldas;ANSERMA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;INACTIVO;INVESTIGACI√ìN;Ley 906;Tolima;IBAGU√â;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INVESTIGACI√ìN;Ley 906;Tolima;VALLE DE SAN JUAN;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;JES√öS MAR√çA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;SIP√ç;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Huila;RIVERA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Archipi√©lago de San Andr√©s, Providencia y Santa Catalina;SAN ANDR√âS;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;SAN ANDR√âS DE CUERQU√çA;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;TOPAIP√ç;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Casanare;AGUAZUL;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;CONTRATACI√ìN;2015;2
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Santander;ZAPATOCA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;GUATAQU√ç;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;CAIMITO;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;BETANIA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;TENA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cesar;VALLEDUPAR;2011;1
ELECCION ILICITA DE CANDIDATOS ART. 389A;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;COVARACH√çA;2019;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;SANTANDER DE QUILICHAO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;F√öQUENE;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;PUERTO BOYAC√Å;2015;1
VOTO FRAUDULENTO ART. 391 C.P;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;SINCELEJO;2019;2
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;OVEJAS;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;GUAYABAL DE SIQUIMA;2019;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;CABUYARO;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;VILLA CARO;2011;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;PUERTO RICO;2011;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;RETIRO;2015;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;VILLA CARO;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Santander;BARICHARA;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Putumayo;VILLAGARZ√ìN;2011;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;SAN JUAN DE R√çO SECO;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;TOCANCIP√Å;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Antioquia;MUTAT√Å;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;SAN JOS√â DE PARE;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;EL BANCO;2011;2
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;MORALES;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;OTANCHE;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;COCORN√Å;2011;2
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;QUIBDO;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;CHAPARRAL;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;FUNZA;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cesar;LA PAZ;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;PALMIRA;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;SOPETR√ÅN;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;UBAL√Å;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Putumayo;SIBUNDOY;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;GUADALAJARA DE BUGA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;ANDES;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;SOACHA;2019;2
DENEGACION DE INSCRIPCION ART. 396 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;VILLAVICENCIO;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;BARICHARA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;SUBACHOQUE;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;MONIQUIR√Å;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;C√öCUTA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;RESTREPO;2019;2
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;SAN PEDRO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;SAN CARLOS;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;BELLO;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;FUNDACI√ìN;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;AQUITANIA;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;HONDA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;SANTACRUZ;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;BOGOT√Å, D. C.;BOGOT√Å, D.C.;2019;9
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;PANDI;2011;3
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;CHIBOLO;2015;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Huila;GARZ√ìN;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;MESETAS;2011;2
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;SI;INACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;PUERTO ESCONDIDO;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;EL TARRA;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;QUIBDO;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;MIRAFLORES;2011;1
VOTO FRAUDULENTO ART. 391 C.P;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cesar;AGUACHICA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;GUADALUPE;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;SAHAG√öN;2011;1
FAVORECIMIENTO DE VOTO FRAUDULENTO ART. 392 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;EL ROBLE;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;CAMPO DE LA CRUZ;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Tolima;IBAGU√â;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;BARRANQUILLA;2011;4
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;SAN FRANCISCO;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Huila;SUAZA;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;SAN LORENZO;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;SONSON;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Putumayo;MOCOA;2011;3
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;NO;NO;ACTIVO;JUICIO;Ley 906;Antioquia;MURIND√ì;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;SEVILLA;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;BUENAVENTURA;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;GRANADA;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;VILLA DE SAN DIEGO DE UBATE;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;MOLAGAVITA;2011;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Quind√≠o;ARMENIA;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;SABANA DE TORRES;2011;2
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Antioquia;PUERTO NARE;2015;3
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Tolima;ALVARADO;2019;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;CARTAGENA;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Huila;GIGANTE;2015;2
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;PASTO;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;SOLEDAD;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;SURAT√Å;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;CAJIC√Å;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;PALMITO;2015;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;CARTAGO;2011;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;COPACABANA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Meta;PUERTO CONCORDIA;2015;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;SAN PELAYO;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;SI;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;ATACO;2015;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;ACTIVO;JUICIO;Ley 906;Antioquia;TARAZ√Å;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;GUTI√âRREZ;2015;4
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;SILOS;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;La Guajira;BARRANCAS;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INVESTIGACI√ìN;Ley 906;Caquet√°;SAN JOS√â DEL FRAGUA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Caquet√°;EL DONCELLO;2019;2
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;CANTAGALLO;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Caldas;BELALC√ÅZAR;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;CURIT√ç;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;La Guajira;DIBULLA;2011;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;NO;SI;INACTIVO;INVESTIGACI√ìN;Ley 906;Cesar;CHIRIGUAN√Å;2015;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;NO;ACTIVO;INVESTIGACI√ìN;Ley 906;Bol√≠var;CALAMAR;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;SAN SEBASTI√ÅN;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;GRANADA;2011;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;NO;SI;INACTIVO;JUICIO;Ley 906;Putumayo;VILLAGARZ√ìN;2015;1
VOTO FRAUDULENTO ART. 391 C.P;SI;NO;SI;INACTIVO;INDAGACI√ìN;Ley 1098;La Guajira;MAICAO;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;DUITAMA;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Risaralda;MARSELLA;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;FOMEQUE;2011;1
ELECCION ILICITA DE CANDIDATOS ART. 389A;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;TENZA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;BUENAVISTA;2015;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Caquet√°;CURILLO;2015;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;BOGOT√Å, D. C.;BOGOT√Å, D.C.;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;PUERTO NARE;2015;1
FAVORECIMIENTO DE VOTO FRAUDULENTO ART. 392 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;PLANADAS;2011;4
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;MARIQUITA;2015;2
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;SI;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;TENERIFE;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;SAN JACINTO DEL CAUCA;2015;1
INTERVENCION EN POLITICA ART. 422 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;LA VICTORIA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Sucre;SAMPU√âS;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;CUMARAL;2019;1
ELECCION ILICITA DE CANDIDATOS ART. 389A;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;ANGEL√ìPOLIS;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cauca;SANTA ROSA;2019;1
